,Weight_image1,Best_objective_value,Observed
341,0.9978262361785637,0.19810711907299358,interpolated
342,0.9875438264034968,0.14378544998863424,interpolated
343,0.9718181329797825,0.12997334339858507,interpolated
344,0.9934439223714245,0.1380709186858458,interpolated
345,0.9565423772440045,0.13697179286863706,interpolated
346,0.9027072358535218,0.1649512041472894,interpolated
347,0.977856495940608,0.21381572261325837,interpolated
348,0.9693286470298655,0.3241815538390369,interpolated
349,0.9995277507058009,0.34212078088853576,interpolated
350,0.5,,observed
351,0.5,,observed
352,0.8839095759264507,0.21385510843646582,interpolated
353,0.8614400786536597,0.2287530529018498,interpolated
354,0.8916534287039656,0.26578131810897926,interpolated
355,0.8479669844565131,0.1929461876003593,interpolated
356,0.9386383794091688,0.15990886549192135,interpolated
357,0.8691966358581501,0.14078536788137638,interpolated
358,0.83196849538544,0.14308618174722687,interpolated
